14071	25.628	30.348	26.531	28.431	27.136	25.758	28.934	25	
14104	25.628	29.648	27.273	28.78	26.904	25.253	29.648	24.623	
14156	26.131	30.5	26.768	28.218	27	25.381	29.293	25.126	
14188	26.5	31	26.263	28.079	26.396	26.131	29.146	25.628	
14248	26.131	31.818	25.5	28.218	26.263	25.888	29.5	25	
14335	26	32.161	26.733	27	26.904	25.628	28.141	29	
14015	25.628	28.643	29.146	27.723	27.136	25.253	29.146	25.253	
14275	26.263	31.658	25.5	28.218	26.263	25.888	29.5	25.126	
14046	25.628	28.643	29.146	27.723	27.136	25.253	29.146	25.253	
13900	26.866	27.041	29.293	27.723	27.638	25.871	27.551	25.628	
13997	25.126	29.851	28.283	28.571	26.396	25.253	29.146	25.628	
14033	25.5	29.5	27.778	28.218	26.633	26	28.934	25	
14127	25.628	30.348	26.531	28.431	26.904	26	28.934	25	
14097	25.126	29.648	27.638	28.218	26.768	26	28.934	25	
14227	25.628	32.338	24.873	28.571	26.768	26.131	28.788	25.253	
14298	26.131	33	24.242	28.079	27.273	25.758	29	25.5	
13945	26.131	28.856	28.426	27.723	27.638	24.873	29	25.253	
14356	25.373	32.5	25.758	27.363	27.136	25.758	28.283	28.643	
13889	25.5	29.5	28.283	27.723	26.768	26.5	28.788	24.747	
14310	25.628	32.673	25.381	27.228	27.273	25.628	27.919	29	
13937	25.758	28.5	29.648	27.723	27.273	25.126	28.643	25.253	
13843	25.758	28.5	29.5	27.5	27.5	25.253	28.283	25.628	
14090	26.368	29.648	27.273	27.723	26.768	26.5	28.571	25	
14137	25.758	31	26.02	28.78	26.396	26	28.934	25.5	
14175	25.628	31.5	25.758	28.571	26.768	26.131	28.788	25.126	
13982	25.628	29.353	28.788	27.363	27.136	25.628	28.788	25.253	
13929	25.758	28.5	29.648	28.079	27.638	25.871	27.551	24.873	
13863	26.131	29.557	28.788	27.723	27.778	23.59	29	25.628	
14023	25.126	29.5	28.643	28.218	27.136	25.253	29.851	24.747	
14118	25.758	30.693	26.154	29.126	26.02	26.131	30	24.623	
14205	25.253	31.841	26.5	27.5	27.363	25.51	28.643	25.628	
14264	26.131	32.161	25	28.079	26.904	25.758	29	25.126	
13851	26.131	28	29.648	27.723	27.273	25.253	28.856	25.381	
13881	26.131	27.778	30	27.723	27.638	24.365	29	26.733	
13960	25	28.5	29.5	27.723	27.778	24.747	28.283	25.628	
13974	25.5	29.146	28.643	27.723	26.768	26.5	28.788	24.747	
14080	26.131	30	26.154	29.126	26.396	26.131	29.648	24.623	
14241	25.628	31.5	25.758	28.571	26.02	26.866	28.643	25.253	
14287	26.5	31.472	25.373	28.079	26.904	25.888	28.643	25.5	
13873	26.131	28.5	29.293	27.723	27.638	24.365	29	25.628	
14007	26.866	27.411	29.5	27.723	27.778	24.747	28.283	25.628	
13990	25.253	29.353	28.643	27.861	27.136	25.253	29.146	25.628	
14059	25.5	29.5	27.778	28.218	26.633	25.758	29.851	24.242	
14168	25.758	31	25.888	29.612	25.641	26.368	29.293	24.747	
14145	25.381	30.653	26.768	28.431	26.396	25.628	29.293	25.5	
14197	26.5	31	26.131	28.571	26.02	26.131	29.146	25.5	
14215	26.368	31.5	25.888	28.079	27.136	26.131	28.426	26.238	
13920	25.758	28.5	29.648	27.723	27.273	25.126	28.643	25.381	
14346	25.373	32.5	25.758	27.228	27.273	25.253	29	28.141	
14324	25.871	32.5	25.628	27.363	27.136	25.758	28.283	28.643	
