14080	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14156	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14241	55.177	55.25	55.308	55.373	55.444	55.526	55.597	55.676	
14197	55.177	55.25	55.308	55.373	55.444	55.526	55.597	55.676	
13889	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
13929	55.177	55.25	55.308	55.373	55.444	55.523	55.595	55.674	
14127	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14097	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14310	55.229	55.286	55.353	55.414	55.484	55.578	55.65	55.736	
14275	55.179	55.25	55.327	55.392	55.444	55.548	55.616	55.695	
14248	55.179	55.25	55.327	55.392	55.444	55.548	55.616	55.695	
14264	55.197	55.247	55.327	55.392	55.464	55.548	55.616	55.695	
14324	55.229	55.286	55.353	55.414	55.484	55.578	55.65	55.736	
13851	55.177	55.25	55.308	55.373	55.443	55.523	55.595	55.674	
13881	55.177	55.25	55.308	55.373	55.444	55.523	55.595	55.674	
14137	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14346	55.229	55.286	55.353	55.414	55.484	55.578	55.65	55.736	
14205	55.177	55.25	55.308	55.392	55.444	55.526	55.597	55.676	
13937	55.177	55.25	55.308	55.373	55.443	55.523	55.595	55.674	
14046	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
13990	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
13982	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14175	55.177	55.25	55.308	55.373	55.444	55.526	55.597	55.676	
14215	55.177	55.25	55.308	55.373	55.444	55.526	55.597	55.676	
13873	55.177	55.25	55.308	55.373	55.444	55.523	55.595	55.674	
14007	55.177	55.25	55.308	55.373	55.444	55.523	55.595	55.674	
13900	55.177	55.25	55.308	55.373	55.444	55.523	55.595	55.674	
14071	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14033	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14188	55.177	55.25	55.308	55.373	55.444	55.526	55.597	55.676	
14287	55.191	55.247	55.327	55.392	55.464	55.548	55.616	55.695	
14145	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14298	55.197	55.248	55.326	55.392	55.464	55.548	55.619	55.695	
13997	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14023	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14118	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14090	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14104	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14335	55.229	55.286	55.353	55.414	55.484	55.578	55.65	55.736	
14356	55.229	55.286	55.353	55.414	55.484	55.578	55.65	55.736	
13960	55.177	55.25	55.308	55.373	55.444	55.523	55.595	55.674	
13863	55.177	55.25	55.308	55.373	55.444	55.523	55.595	55.674	
13843	55.177	55.25	55.308	55.373	55.443	55.523	55.595	55.674	
14059	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14168	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
14227	55.177	55.25	55.329	55.392	55.444	55.526	55.597	55.676	
13920	55.177	55.25	55.308	55.373	55.443	55.523	55.595	55.674	
13945	55.177	55.25	55.308	55.373	55.444	55.523	55.595	55.674	
14015	55.177	55.25	55.308	55.373	55.444	55.523	55.597	55.674	
13974	55.177	55.25	55.308	55.373	55.444	55.525	55.597	55.674	
