1524125302	24535	34.93	5836947456	5.456	245	6
1524125303	24543	34.891	5830438912	5.233	245	3
1524125304	24553	34.898	5831495680	5.153	245	5
1524125305	24561	34.906	5832880128	5.006	245	3
1524125306	24568	34.908	5833154560	5.03	245	3
1524125307	24576	34.913	5834059776	4.903	245	3
1524125308	24583	34.92	5835202560	4.93	245	9
1524125309	24591	34.921	5835448320	4.537	245	7
1524125310	24598	34.929	5836718080	4.486	245	9
1524125311	24605	34.947	5839736832	4.484	245	5
1524125312	24535	34.949	5840117760	4.238	245	7
1524125313	24543	34.949	5839990784	4.109	245	3
1524125314	24553	34.954	5840871424	3.985	245	5
1524125315	24561	34.962	5842268160	3.984	245	3
1524125316	24568	34.967	5843030016	4.056	245	3
1524125317	24576	34.974	5844185088	4.158	244	3
1524125318	24583	34.981	5845454848	4.332	244	11
1524125319	24591	34.984	5845934080	4.456	244	7
1524125320	24598	34.988	5846593536	4.555	245	13
1524125321	24605	34.996	5847863296	4.8	245	5
1524125322	24535	35.002	5848879104	5.07	245	11
1524125323	24543	35.009	5850148864	5.191	245	3
1524125324	24553	35.014	5850894336	5.48	245	5
1524125325	24561	35.022	5852303360	5.535	245	3
1524125326	24568	35.023	5852426240	5.688	245	3
1524125327	24576	35.03	5853679616	5.639	245	3
1524125328	24583	35.034	5854330880	5.611	245	14
1524125329	24591	35.036	5854547968	5.663	245	9
1524125330	24598	35.04	5855199232	5.611	245	14
1524125331	24605	35.043	5855760384	5.469	245	5
1524125332	24535	35.049	5856788480	5.3	245	11
1524125333	24543	35.052	5857214464	5.157	245	3
1524125334	24553	35.058	5858217984	5.035	245	5
1524125335	24561	35.061	5858725888	5.008	245	3
1524125336	24568	35.077	5861457920	4.733	245	3
1524125337	24576	35.082	5862211584	4.781	245	3
1524125338	24583	35.084	5862617088	4.635	245	14
1524125339	24591	35.086	5862985728	4.532	245	9
1524125340	24598	35.083	5862498304	4.632	245	14
1524125341	24605	35.087	5863198720	4.629	245	5
1524125342	24535	35.095	5864472576	4.481	245	11
1524125343	24543	35.099	5865095168	4.382	245	3
1524125344	24553	35.099	5865074688	4.355	245	5
1524125345	24561	35.1	5865295872	4.329	245	3
1524125346	24568	35.101	5865422848	4.328	245	3
1524125347	24576	35.102	5865676800	4.107	245	3
1524125348	24583	35.106	5866352640	4.105	245	14
1524125349	24591	35.124	5869248512	4.284	247	9
1524125350	24598	35.111	5867196416	4.112	247	14
1524125351	24605	35.109	5866848256	4.015	247	5
1524125352	24535	35.111	5867102208	4.112	247	11
1524125353	24543	35.114	5867597824	4.383	247	3
1524125354	24553	35.117	5868105728	4.308	247	5
1524125355	24561	35.115	5867851776	4.429	247	3
1524125356	24568	35.113	5867470848	4.406	247	3
1524125357	24576	35.117	5868105728	4.456	247	3
1524125358	24583	35.118	5868224512	4.456	247	14
1524125359	24591	35.133	5870829568	4.232	247	9
1524125360	24598	35.136	5871337472	4.255	247	14
1524125361	24605	35.137	5871464448	4.231	247	5
1524125362	24535	35.137	5871464448	4.181	247	11
1524125363	24543	35.137	5871464448	3.837	247	3
1524125364	24553	35.138	5871710208	3.839	247	5
1524125365	24561	35.144	5872599040	3.794	247	3
1524125366	24568	35.149	5873455104	3.795	247	3
1524125367	24576	35.151	5873836032	3.794	247	3
1524125368	24583	35.151	5873836032	3.842	247	14
1524125369	24591	35.152	5873963008	3.792	247	9
1524125370	24598	35.154	5874335744	3.914	247	14
1524125371	24605	35.154	5874335744	3.936	247	5
1524125372	24535	35.159	5875224576	3.914	247	11
1524125373	24543	35.156	5874589696	4.085	247	3
1524125374	24553	35.158	5874970624	4.089	247	5
1524125375	24561	35.159	5875224576	4.062	247	3
1524125376	24568	35.16	5875265536	4.061	247	3
1524125377	24576	35.162	5875724288	4.133	247	3
1524125378	24583	35.165	5876199424	4.062	247	14
1524125379	24591	35.164	5875978240	4.231	247	9
1524125380	24598	35.166	5876359168	4.086	247	14
1524125381	24605	35.17	5876985856	4.04	247	5
1524125382	24535	35.168	5876731904	4.209	247	10
1524125383	24543	35.165	5876097024	4.087	247	2
1524125384	24553	35.129	5870202880	4.181	247	4
1524125385	24561	35.123	5869113344	4.183	247	2
1524125386	24568	35.118	5868351488	4.33	247	2
1524125387	24576	35.12	5868683264	4.383	247	2
1524125388	24583	35.121	5868843008	4.359	247	13
1524125389	24591	35.123	5869223936	4.311	247	8
1524125390	24598	35.122	5868965888	4.43	247	13
1524125391	24605	35.125	5869473792	4.5	247	5
1524125392	24535	35.128	5869973504	4.455	247	9
1524125393	24543	35.127	5869846528	4.553	247	1
1524125394	24553	35.128	5869973504	4.455	247	3
1524125395	24561	35.127	5869789184	4.505	247	1
1524125396	24568	35.129	5870088192	4.507	247	1
1524125397	24576	35.132	5870579712	4.531	247	1
1524125398	24583	35.133	5870821376	4.653	247	12
1524125399	24591	35.133	5870833664	4.629	247	7
1524125400	24598	35.137	5871476736	4.56	247	12
1524125401	24605	35.128	5869965312	4.614	247	3
1524125402	24535	35.131	5870436352	4.589	247	9
1524125403	24543	35.13	5870292992	4.591	247	1
1524125404	24553	35.128	5870039040	4.545	247	3
1524125405	24561	35.129	5870145536	4.518	247	1
1524125406	24568	35.129	5870063616	4.347	247	1
1524125407	24576	35.13	5870305280	4.318	247	1
1524125408	24583	35.131	5870415872	4.197	247	11
1524125409	24591	35.133	5870870528	4.123	247	8
1524125410	24598	35.135	5871124480	4.171	247	10
1524125411	24605	35.138	5871632384	3.97	247	3
1524125412	24535	35.138	5871632384	3.945	247	5
1524125413	24543	35.139	5871759360	3.869	247	1
1524125414	24553	35.136	5871300608	3.918	247	3
1524125415	24561	35.138	5871624192	3.893	247	1
1524125416	24568	35.141	5872099328	3.988	247	1
1524125417	24576	35.134	5870989312	3.964	247	1
1524125418	24583	35.136	5871243264	4.083	247	7
1524125419	24591	35.137	5871497216	4.012	247	6
1524125420	24598	35.139	5871742976	3.936	247	8
1524125421	24605	35.141	5872123904	3.89	247	3
1524125422	24535	35.138	5871616000	3.866	247	4
1524125423	24543	35.136	5871362048	4.038	247	1
1524125424	24553	35.132	5870727168	4.06	247	3
1524125425	24561	35.135	5871099904	4.061	247	1
1524125426	24568	35.136	5871353856	4.01	247	1
1524125427	24576	35.136	5871239168	4.088	247	1
1524125428	24583	35.135	5871226880	4.04	247	5
1524125429	24591	35.138	5871607808	4.137	247	5
1524125430	24598	35.141	5872115712	4.065	247	8
1524125431	24605	35.143	5872488448	4.309	247	3
1524125432	24535	35.145	5872869376	4.328	247	4
1524125433	24543	35.142	5872361472	4.352	247	1
1524125434	24553	35.145	5872742400	4.401	247	3
1524125435	24561	35.14	5872037888	4.355	247	1
1524125436	24568	35.142	5872398336	4.432	247	1
1524125437	24576	35.141	5872201728	4.382	247	1
1524125438	24583	35.14	5872062464	4.405	247	5
1524125439	24591	35.143	5872513024	4.501	247	5
1524125440	24598	35.145	5872779264	4.575	247	8
1524125441	24605	35.146	5873029120	4.649	247	3
1524125442	24535	35.146	5872906240	4.776	247	6
1524125443	24543	35.148	5873262592	4.731	247	1
1524125444	24553	35.151	5873774592	4.707	247	3
1524125445	24561	35.145	5872885760	4.728	247	1
1524125446	24568	35.145	5872885760	4.535	247	1
1524125447	24576	35.147	5873070080	4.561	247	1
1524125448	24583	35.142	5872377856	4.539	247	9
1524125449	24591	35.144	5872586752	4.392	247	7
1524125450	24598	35.144	5872586752	4.343	247	8
1524125451	24605	35.145	5872840704	4.096	247	3
1524125452	24535	35.145	5872746496	4.071	247	6
1524125453	24543	35.146	5872992256	4.094	247	1
1524125454	24553	35.148	5873246208	3.849	247	3
1524125455	24561	35.149	5873500160	3.922	247	1
1524125456	24568	35.147	5873119232	3.995	247	1
1524125457	24576	35.145	5872865280	3.844	247	1
1524125458	24583	35.147	5873119232	3.769	247	9
1524125459	24591	35.148	5873238016	3.943	247	7
