UsedPercent,UsedMemory
34.33087781283252,5736775680
34.33487325263852,5737443328
34.33761858551136,5737902080
34.343746560673935,5738926080
34.345707512725966,5739253760
34.35026672624693,5740015616
34.35646823711146,5741051904
34.35742420123682,5741211648
34.35894393907714,5741465600
34.35558580868805,5740904448
34.35739968933617,5741207552
34.35835565346154,5741367296
34.36467972382932,5742424064
34.35627214190626,5741019136
