1525597985	19884	58.754	4.94	245	3
1525597986	19892	58.497	5.746	246	3
1525597987	19899	58.616	5.897	247	4
1525597988	19908	58.477	6.747	248	3
1525597989	19916	58.593	7.089	249	3
1525597990	19884	58.514	8.103	250	3
1525597990	19924	58.515	8.187	250	5
1525597991	19932	58.657	7.34	251	3
1525597991	19892	58.634	7.204	251	3
1525597992	19899	58.56	7.754	252	5
1525597992	19938	58.566	7.797	252	3
1525597993	19908	58.68	6.858	253	3
1525597993	19949	58.683	6.949	253	3
1525597994	19916	58.817	6.66	254	3
1525597994	19956	58.825	6.747	254	3
1525597995	19884	58.941	5.752	255	3
1525597995	19924	58.944	5.799	256	5
1525597995	19964	58.947	5.844	256	3
1525597996	19892	58.667	6.455	255	3
1525597996	19932	58.667	6.357	256	3
1525597996	19972	58.667	6.404	256	3
1525597997	19899	58.786	5.746	255	5
1525597997	19938	58.789	5.698	256	3
1525597997	19981	58.792	5.791	256	3
1525597998	19908	58.915	5.85	256	3
1525597998	19949	58.916	5.752	257	3
1525597998	19989	58.925	5.942	258	3
1525597999	19916	59.053	6.206	257	5
1525597999	19956	59.056	6.206	258	3
1525597999	19996	59.058	6.297	258	5
1525598000	19964	58.794	7.204	259	3
1525598000	19924	58.773	7.067	258	5
1525598000	19884	58.773	7.161	258	3
1525598000	20005	58.803	7.247	259	3
1525598001	19892	58.917	6.794	259	3
1525598001	20013	58.932	6.838	260	3
1525598001	19972	58.931	6.794	260	3
1525598001	19932	58.929	6.794	260	3
1525598002	19899	59.061	6.855	260	5
1525598002	19938	59.061	6.851	260	3
1525598002	19981	59.063	6.851	260	3
1525598002	20020	59.064	6.945	261	3
1525598003	19908	59.194	6.851	261	5
1525598003	19949	59.196	6.851	261	3
1525598003	19989	59.199	6.801	261	3
1525598003	20028	59.215	6.931	262	3
1525598004	19916	58.92	7.495	262	5
1525598004	19996	58.92	7.495	262	5
1525598004	19956	58.92	7.452	262	5
1525598004	20037	58.932	7.588	263	5
1525598005	19924	59.055	6.794	263	7
1525598005	19964	59.055	6.7	263	3
1525598005	19884	59.055	6.794	263	3
1525598005	20045	59.058	6.794	263	5
1525598005	20005	59.068	6.747	264	3
1525598006	19892	59.185	6.596	264	3
1525598006	19932	59.185	6.593	264	3
1525598006	20013	59.191	6.64	264	3
1525598006	19972	59.187	6.593	264	3
1525598006	20056	59.208	6.68	265	7
1525598007	19938	59.323	6.593	265	5
1525598007	20020	59.34	6.593	265	3
1525598007	19981	59.323	6.593	265	3
1525598007	19899	59.323	6.546	265	9
1525598007	20064	59.363	6.59	266	3
1525598008	19908	59.065	7.154	266	5
1525598008	19989	59.065	7.2	266	3
1525598008	19949	59.065	7.204	266	3
1525598008	20072	59.07	7.251	266	5
1525598008	20028	59.071	7.254	267	4
1525598009	19916	59.186	6.31	267	5
1525598009	19956	59.186	6.304	267	7
1525598009	19996	59.186	6.212	267	5
1525598009	20037	59.192	6.209	267	5
1525598009	20080	59.192	6.209	267	5
1525598010	19884	59.337	6.404	268	3
1525598010	19924	59.337	6.404	268	7
1525598010	20045	59.34	6.499	268	7
1525598010	19964	59.337	6.408	268	3
1525598010	20005	59.345	6.404	268	3
1525598010	20090	59.347	6.452	268	9
1525598011	19892	59.47	6.512	269	3
1525598011	19932	59.471	6.515	269	3
1525598011	19972	59.473	6.606	269	3
1525598011	20013	59.474	6.515	269	3
1525598011	20056	59.483	6.465	269	7
1525598011	20098	59.499	6.502	270	3
1525598012	19899	59.205	7.265	270	9
1525598012	19938	59.205	7.219	270	5
1525598012	19981	59.205	7.219	270	3
1525598012	20020	59.203	7.215	270	4
1525598012	20064	59.209	7.172	270	3
1525598012	20110	59.209	7.215	270	3
1525598013	19908	59.349	6.606	271	5
1525598013	19949	59.349	6.556	271	3
1525598013	19989	59.349	6.559	271	3
1525598013	20072	59.355	6.509	271	5
1525598013	20028	59.357	6.505	271	5
1525598013	20119	59.374	6.505	271	3
1525598014	19916	59.496	6.502	272	5
1525598014	19956	59.496	6.599	272	7
1525598014	19996	59.496	6.596	272	5
1525598014	20080	59.504	6.549	272	5
1525598014	20037	59.502	6.549	272	5
1525598014	20125	59.527	6.596	272	7
1525598015	19884	59.655	6.543	273	3
1525598015	19924	59.656	6.543	273	7
1525598015	19964	59.658	6.539	273	3
1525598015	20045	59.659	6.495	273	7
1525598015	20005	59.662	6.539	273	5
1525598015	20090	59.666	6.492	273	9
1525598015	20135	59.672	6.489	273	3
1525598016	19932	59.387	7.34	274	3
1525598016	19972	59.387	7.251	274	3
1525598016	19892	59.387	7.34	274	3
1525598016	20013	59.387	7.383	274	3
1525598016	20098	59.408	7.344	274	3
1525598016	20056	59.403	7.344	274	7
1525598016	20142	59.433	7.383	275	3
1525598017	19899	59.553	6.841	275	10
1525598017	19938	59.553	6.888	275	5
1525598017	19981	59.553	6.888	275	3
1525598017	20020	59.554	6.838	275	5
1525598017	20064	59.555	6.884	275	3
1525598017	20110	59.557	6.881	275	3
1525598017	20153	59.564	6.787	276	3
1525598018	19908	59.69	6.895	276	5
1525598018	19949	59.69	6.942	276	3
1525598018	19989	59.69	6.942	276	3
1525598018	20072	59.694	6.942	276	5
1525598018	20028	59.694	6.945	276	7
1525598018	20119	59.699	6.895	276	3
1525598018	20165	59.704	6.988	277	3
1525598019	19916	59.829	7.197	277	5
1525598019	19996	59.829	7.2	277	5
1525598019	19956	59.829	7.103	277	10
1525598019	20037	59.832	7.154	277	5
1525598019	20080	59.832	7.154	277	5
1525598019	20125	59.839	7.154	277	7
1525598019	20174	59.842	7.154	278	4
1525598020	19884	59.577	8.191	278	3
1525598020	19964	59.577	8.149	278	3
1525598020	19924	59.577	8.195	278	8
1525598020	20045	59.577	8.149	278	8
1525598020	20005	59.573	8.153	278	5
1525598020	20090	59.576	8.153	278	13
1525598020	20135	59.579	8.103	278	3
1525598020	20182	59.596	8.141	279	3
1525598021	19892	59.722	7.413	279	3
1525598021	19932	59.722	7.413	279	3
1525598021	19972	59.723	7.456	279	3
1525598021	20013	59.725	7.323	279	3
1525598021	20056	59.729	7.409	279	8
1525598021	20098	59.731	7.413	279	3
1525598021	20142	59.737	7.409	280	3
1525598021	20193	59.743	7.409	281	5
1525598022	19899	59.862	7.265	280	12
1525598022	19981	59.862	7.265	280	3
1525598022	19938	59.862	7.222	280	5
1525598022	20020	59.862	7.32	280	5
1525598022	20064	59.868	7.316	280	3
1525598022	20110	59.868	7.366	280	3
1525598022	20153	59.876	7.366	280	3
1525598022	20201	59.883	7.269	281	5
1525598023	19949	60.008	7.417	281	3
1525598023	19908	60.008	7.463	281	5
1525598023	19989	60.008	7.37	281	3
1525598023	20072	60.011	7.417	281	6
1525598023	20028	60.011	7.417	281	10
1525598023	20119	60.013	7.417	281	3
1525598023	20165	60.023	7.37	281	3
1525598023	20210	60.041	7.441	282	5
1525598024	19916	59.746	8.115	282	7
1525598024	19956	59.746	8.119	282	10
1525598024	19996	59.746	8.065	282	7
1525598024	20037	59.746	8.119	282	5
1525598024	20080	59.746	8.115	282	5
1525598024	20125	59.749	8.119	282	7
1525598024	20174	59.749	8.115	282	7
1525598024	20217	59.768	8.161	283	7
1525598025	19924	59.88	6.987	283	8
1525598025	19964	59.881	7.081	283	3
1525598025	20045	59.881	7.081	283	9
1525598025	19884	59.88	6.991	283	3
1525598025	20005	59.886	7.034	283	5
1525598025	20090	59.886	7.031	283	14
1525598025	20135	59.903	7.034	283	3
1525598025	20227	59.923	7.031	283	5
1525598025	20182	59.922	7.034	284	3
1525598026	19892	60.047	6.984	284	3
1525598026	19932	60.047	6.984	284	3
1525598026	19972	60.049	6.984	284	5
1525598026	20013	60.049	6.984	284	3
1525598026	20056	60.05	6.984	284	8
1525598026	20098	60.052	6.984	284	5
1525598026	20142	60.053	7.031	284	3
1525598026	20236	60.073	7.121	286	5
1525598026	20193	60.058	7.027	284	7
1525598027	19899	60.191	7.024	285	12
1525598027	19938	60.19	7.02	285	5
1525598027	19981	60.19	6.977	285	3
1525598027	20020	60.192	6.973	285	7
1525598027	20064	60.198	6.926	285	3
1525598027	20110	60.201	6.923	285	3
1525598027	20153	60.201	6.97	285	3
1525598027	20201	60.204	6.973	285	5
1525598027	20243	60.227	7.06	286	3
1525598028	19908	59.946	7.583	286	5
1525598028	19989	59.946	7.677	286	3
1525598028	19949	59.946	7.583	286	5
1525598028	20119	59.942	7.677	286	3
1525598028	20028	59.942	7.673	286	11
1525598028	20072	59.942	7.63	286	6
1525598028	20165	59.942	7.63	286	3
1525598028	20251	59.944	7.626	286	3
1525598028	20210	59.967	7.723	287	5
1525598029	19916	60.182	7.424	287	7
1525598029	19956	60.182	7.467	287	10
1525598029	19996	60.182	7.467	287	7
1525598029	20037	60.184	7.42	287	7
1525598029	20080	60.184	7.42	287	6
1525598029	20125	60.186	7.37	287	9
1525598029	20174	60.188	7.374	287	7
1525598029	20260	60.192	7.417	287	7
1525598029	20217	60.194	7.37	287	7
1525598030	19884	60.321	7.564	288	3
1525598030	19924	60.321	7.564	288	8
1525598030	19964	60.321	7.471	288	3
1525598030	20045	60.321	7.471	288	9
1525598030	20005	60.324	7.564	288	6
1525598030	20090	60.324	7.514	288	14
1525598030	20135	60.327	7.467	288	3
1525598030	20227	60.325	7.514	288	5
1525598030	20182	60.328	7.467	288	3
1525598030	20272	60.337	7.553	289	5
1525598031	19932	60.069	8.35	289	3
1525598031	19972	60.069	8.308	289	7
1525598031	19892	60.069	8.396	289	3
1525598031	20013	60.07	8.35	289	3
1525598031	20056	60.071	8.354	289	8
1525598031	20098	60.071	8.4	289	5
1525598031	20142	60.074	8.354	289	3
1525598031	20193	60.074	8.354	289	7
1525598031	20236	60.079	8.304	289	5
1525598031	20279	60.088	8.338	289	9
1525598032	19899	60.207	8.463	290	12
1525598032	19981	60.207	8.413	290	3
1525598032	20020	60.207	8.463	290	8
1525598032	19938	60.207	8.468	290	9
1525598032	20064	60.209	8.514	290	3
1525598032	20110	60.209	8.472	290	3
1525598032	20153	60.213	8.518	290	3
1525598032	20201	60.213	8.56	290	7
1525598032	20289	60.22	8.422	290	9
1525598032	20243	60.221	8.417	290	3
1525598033	19949	60.365	7.626	291	5
1525598033	19908	60.364	7.626	291	5
1525598033	19989	60.365	7.58	291	3
1525598033	20028	60.362	7.583	291	11
1525598033	20119	60.363	7.58	291	3
1525598033	20072	60.362	7.626	291	6
1525598033	20165	60.366	7.626	291	4
1525598033	20251	60.368	7.63	291	5
1525598033	20299	60.377	7.58	291	7
1525598033	20210	60.38	7.63	292	8
1525598034	19916	60.219	7.992	292	7
1525598034	19996	60.219	7.949	292	7
1525598034	19956	60.219	7.945	292	10
1525598034	20037	60.219	7.988	292	8
1525598034	20080	60.219	7.992	292	7
1525598034	20125	60.215	7.992	292	9
1525598034	20174	60.217	7.988	292	11
1525598034	20260	60.217	7.945	292	7
1525598034	20217	60.217	7.945	292	7
1525598034	20310	60.229	8.038	292	9
1525598035	19884	60.349	8	293	3
1525598035	20045	60.349	8.093	293	9
1525598035	19964	60.349	8.051	293	3
1525598035	20005	60.35	8.004	293	7
1525598035	19924	60.349	8	293	10
1525598035	20090	60.35	8.055	293	14
1525598035	20135	60.351	8.101	293	3
1525598035	20182	60.353	8.144	293	3
1525598035	20227	60.353	8.148	293	7
1525598035	20272	60.356	8.101	293	5
1525598035	20319	60.37	8.14	294	5
1525598036	19892	60.487	7.157	294	3
1525598036	19972	60.487	7.201	294	7
1525598036	19932	60.487	7.201	294	3
1525598036	20013	60.487	7.201	294	4
1525598036	20056	60.49	7.201	294	8
1525598036	20098	60.49	7.197	294	5
1525598036	20193	60.491	7.248	294	7
1525598036	20142	60.492	7.197	294	3
1525598036	20236	60.491	7.248	294	5
1525598036	20330	60.502	7.291	296	5
1525598036	20279	60.497	7.201	294	9
1525598037	19938	60.338	8.451	295	9
1525598037	19981	60.338	8.506	295	3
1525598037	19899	60.338	8.456	295	12
1525598037	20020	60.338	8.456	295	8
1525598037	20064	60.34	8.456	295	3
1525598037	20110	60.34	8.451	295	3
1525598037	20153	60.34	8.451	295	3
1525598037	20201	60.342	8.405	295	8
1525598037	20289	60.345	8.451	295	9
1525598037	20243	60.358	8.456	295	3
1525598037	20336	60.369	8.456	296	7
1525598038	19908	60.593	8.944	296	5
1525598038	19949	60.593	8.99	296	5
1525598038	19989	60.594	8.99	296	3
1525598038	20072	60.596	8.944	296	6
1525598038	20028	60.596	8.944	296	11
1525598038	20119	60.599	8.99	296	3
1525598038	20165	60.602	8.99	296	5
1525598038	20251	60.605	8.99	296	5
1525598038	20299	60.611	8.944	296	8
1525598038	20210	60.617	8.939	296	8
1525598038	20344	60.639	8.935	297	9
1525598039	19916	60.443	9.38	297	7
1525598039	19956	60.443	9.43	297	10
1525598039	19996	60.443	9.384	297	7
1525598039	20037	60.443	9.435	297	9
1525598039	20080	60.445	9.435	297	7
1525598039	20125	60.446	9.481	297	11
1525598039	20174	60.446	9.485	297	12
1525598039	20260	60.446	9.435	297	9
1525598039	20217	60.446	9.435	297	7
1525598039	20310	60.451	9.389	297	11
1525598039	20351	60.462	9.435	298	3
1525598040	19884	60.58	9.718	298	3
1525598040	19924	60.58	9.718	298	10
1525598040	19964	60.58	9.718	298	3
1525598040	20045	60.58	9.718	298	9
1525598040	20005	60.58	9.718	298	8
1525598040	20090	60.582	9.718	298	14
1525598040	20135	60.582	9.673	298	3
1525598040	20227	60.585	9.627	298	7
1525598040	20182	60.585	9.627	298	3
1525598040	20272	60.588	9.673	298	5
1525598040	20358	60.591	9.622	299	7
1525598040	20319	60.589	9.627	299	5
1525598041	19892	60.838	9.733	299	3
1525598041	19932	60.838	9.687	299	3
1525598041	19972	60.838	9.733	299	8
1525598041	20013	60.838	9.692	299	5
1525598041	20056	60.838	9.687	299	8
1525598041	20098	60.851	9.642	299	7
1525598041	20142	60.851	9.646	299	3
1525598041	20193	60.852	9.601	299	7
1525598041	20236	60.868	9.646	299	9
1525598041	20279	60.874	9.738	299	9
1525598041	20330	60.877	9.692	300	5
1525598041	20366	60.993	10.186	300	5
1525598042	19899	60.598	9.687	300	12
1525598042	19938	60.598	9.738	300	10
1525598042	19981	60.598	9.733	300	3
1525598042	20020	60.598	9.687	300	8
1525598042	20064	60.598	9.687	300	3
1525598042	20110	60.598	9.687	300	3
1525598042	20201	60.598	9.733	300	9
1525598042	20153	60.598	9.687	300	3
1525598042	20289	60.599	9.738	300	9
1525598042	20243	60.599	9.733	300	3
1525598042	20336	60.601	9.738	300	7
1525598042	20380	60.71	9.96	301	3
1525598043	19949	60.845	9.848	301	5
1525598043	19908	60.845	9.894	301	5
1525598043	19989	60.845	9.848	301	3
1525598043	20072	60.845	9.844	301	6
1525598043	20028	60.845	9.844	301	11
